//MX	13.0 TeV / 8 TeV	13.5 TeV / 8 TeV	14.0 TeV / 8 TeV	
//(GeV)	gg	Σqq+qqbar	Σqqbar	Σqg	gg	Σqq+qqbar	Σqqbar	Σqg	gg	Σqq+qqbar	Σqqbar	Σqg	
99.0	2.180	1.775	1.737	1.933	2.309	1.853	1.810	2.030	2.440	1.931	1.884	2.128	
100.0	2.185	1.777	1.739	1.936	2.314	1.855	1.813	2.033	2.446	1.933	1.886	2.132	
101.0	2.189	1.779	1.741	1.939	2.320	1.857	1.815	2.037	2.452	1.936	1.889	2.135	
102.0	2.194	1.781	1.743	1.942	2.325	1.860	1.817	2.040	2.457	1.939	1.891	2.139	
103.0	2.199	1.783	1.745	1.945	2.330	1.862	1.819	2.044	2.463	1.941	1.894	2.143	
104.0	2.203	1.785	1.747	1.948	2.335	1.864	1.821	2.047	2.469	1.944	1.896	2.147	
105.0	2.208	1.787	1.749	1.951	2.341	1.867	1.824	2.050	2.475	1.946	1.899	2.150	
106.0	2.212	1.789	1.751	1.954	2.346	1.869	1.826	2.054	2.481	1.949	1.901	2.154	
107.0	2.217	1.791	1.752	1.957	2.351	1.871	1.828	2.057	2.487	1.951	1.903	2.158	
108.0	2.221	1.793	1.754	1.960	2.356	1.874	1.830	2.060	2.492	1.954	1.906	2.162	
109.0	2.226	1.795	1.756	1.963	2.361	1.876	1.832	2.064	2.498	1.956	1.908	2.165	
110.0	2.230	1.797	1.758	1.966	2.366	1.878	1.834	2.067	2.504	1.959	1.910	2.169	
110.5	2.233	1.798	1.759	1.967	2.369	1.879	1.835	2.069	2.507	1.960	1.911	2.171	
111.0	2.235	1.799	1.760	1.968	2.371	1.880	1.836	2.070	2.509	1.961	1.913	2.173	
111.5	2.237	1.800	1.761	1.970	2.374	1.881	1.837	2.072	2.512	1.962	1.914	2.174	
112.0	2.239	1.801	1.762	1.971	2.376	1.882	1.838	2.073	2.515	1.964	1.915	2.176	
112.5	2.242	1.802	1.763	1.973	2.379	1.883	1.839	2.075	2.518	1.965	1.916	2.178	
113.0	2.244	1.803	1.764	1.974	2.381	1.885	1.840	2.077	2.521	1.966	1.917	2.180	
113.5	2.246	1.804	1.764	1.976	2.384	1.886	1.841	2.078	2.524	1.967	1.918	2.182	
114.0	2.248	1.805	1.765	1.977	2.386	1.887	1.842	2.080	2.526	1.969	1.919	2.183	
114.5	2.250	1.806	1.766	1.978	2.389	1.888	1.843	2.081	2.529	1.970	1.920	2.185	
115.0	2.253	1.807	1.767	1.980	2.391	1.889	1.844	2.083	2.532	1.971	1.922	2.187	
115.5	2.255	1.808	1.768	1.981	2.394	1.890	1.845	2.085	2.535	1.972	1.923	2.189	
116.0	2.257	1.809	1.769	1.983	2.396	1.891	1.846	2.086	2.538	1.973	1.924	2.190	
116.5	2.259	1.810	1.770	1.984	2.399	1.892	1.847	2.088	2.540	1.974	1.925	2.192	
117.0	2.261	1.811	1.771	1.986	2.401	1.893	1.848	2.089	2.543	1.976	1.926	2.194	
117.5	2.263	1.812	1.772	1.987	2.404	1.894	1.849	2.091	2.546	1.977	1.927	2.196	
118.0	2.266	1.813	1.773	1.988	2.406	1.895	1.850	2.093	2.549	1.978	1.928	2.198	
118.5	2.268	1.813	1.773	1.990	2.409	1.896	1.851	2.094	2.552	1.979	1.929	2.199	
119.0	2.270	1.814	1.774	1.991	2.411	1.897	1.852	2.096	2.554	1.980	1.930	2.201	
119.5	2.272	1.815	1.775	1.993	2.414	1.898	1.853	2.097	2.557	1.982	1.932	2.203	
120.0	2.274	1.816	1.776	1.994	2.416	1.899	1.854	2.099	2.560	1.983	1.933	2.205	
120.1	2.275	1.816	1.776	1.994	2.417	1.900	1.855	2.099	2.560	1.983	1.933	2.205	
120.2	2.275	1.817	1.776	1.994	2.417	1.900	1.855	2.099	2.561	1.983	1.933	2.205	
120.3	2.276	1.817	1.777	1.995	2.418	1.900	1.855	2.100	2.562	1.983	1.933	2.206	
120.4	2.276	1.817	1.777	1.995	2.418	1.900	1.855	2.100	2.562	1.984	1.933	2.206	
120.5	2.276	1.817	1.777	1.995	2.419	1.900	1.855	2.100	2.563	1.984	1.934	2.206	
120.6	2.277	1.817	1.777	1.996	2.419	1.901	1.855	2.101	2.563	1.984	1.934	2.207	
120.7	2.277	1.818	1.777	1.996	2.420	1.901	1.856	2.101	2.564	1.984	1.934	2.207	
120.8	2.278	1.818	1.777	1.996	2.420	1.901	1.856	2.101	2.564	1.985	1.934	2.207	
120.9	2.278	1.818	1.778	1.996	2.420	1.901	1.856	2.102	2.565	1.985	1.935	2.208	
121.0	2.279	1.818	1.778	1.997	2.421	1.901	1.856	2.102	2.565	1.985	1.935	2.208	
121.1	2.279	1.818	1.778	1.997	2.421	1.902	1.856	2.102	2.566	1.985	1.935	2.208	
121.2	2.280	1.819	1.778	1.997	2.422	1.902	1.857	2.103	2.567	1.985	1.935	2.209	
121.3	2.280	1.819	1.778	1.997	2.422	1.902	1.857	2.103	2.567	1.986	1.935	2.209	
121.4	2.280	1.819	1.779	1.998	2.423	1.902	1.857	2.103	2.568	1.986	1.936	2.209	
121.5	2.281	1.819	1.779	1.998	2.423	1.903	1.857	2.104	2.568	1.986	1.936	2.210	
121.6	2.281	1.819	1.779	1.998	2.424	1.903	1.857	2.104	2.569	1.986	1.936	2.210	
121.7	2.282	1.819	1.779	1.999	2.424	1.903	1.858	2.104	2.569	1.987	1.936	2.210	
121.8	2.282	1.820	1.779	1.999	2.425	1.903	1.858	2.104	2.570	1.987	1.937	2.211	
121.9	2.283	1.820	1.779	1.999	2.425	1.903	1.858	2.105	2.570	1.987	1.937	2.211	
122.0	2.283	1.820	1.780	1.999	2.426	1.904	1.858	2.105	2.571	1.987	1.937	2.211	
122.1	2.283	1.820	1.780	2.000	2.426	1.904	1.858	2.105	2.571	1.988	1.937	2.212	
122.2	2.284	1.820	1.780	2.000	2.427	1.904	1.859	2.106	2.572	1.988	1.937	2.212	
122.3	2.284	1.821	1.780	2.000	2.427	1.904	1.859	2.106	2.573	1.988	1.938	2.213	
122.4	2.285	1.821	1.780	2.001	2.428	1.904	1.859	2.106	2.573	1.988	1.938	2.213	
122.5	2.285	1.821	1.780	2.001	2.428	1.905	1.859	2.107	2.574	1.988	1.938	2.213	
122.6	2.286	1.821	1.781	2.001	2.429	1.905	1.859	2.107	2.574	1.989	1.938	2.214	
122.7	2.286	1.821	1.781	2.001	2.429	1.905	1.860	2.107	2.575	1.989	1.938	2.214	
122.8	2.286	1.821	1.781	2.002	2.430	1.905	1.860	2.108	2.575	1.989	1.939	2.214	
122.9	2.287	1.822	1.781	2.002	2.430	1.905	1.860	2.108	2.576	1.989	1.939	2.215	
123.0	2.287	1.822	1.781	2.002	2.431	1.906	1.860	2.108	2.576	1.990	1.939	2.215	
123.1	2.288	1.822	1.781	2.002	2.431	1.906	1.860	2.108	2.577	1.990	1.939	2.215	
123.2	2.288	1.822	1.782	2.003	2.432	1.906	1.861	2.109	2.578	1.990	1.940	2.216	
123.3	2.289	1.822	1.782	2.003	2.432	1.906	1.861	2.109	2.578	1.990	1.940	2.216	
123.4	2.289	1.823	1.782	2.003	2.433	1.906	1.861	2.109	2.579	1.990	1.940	2.216	
123.5	2.289	1.823	1.782	2.004	2.433	1.907	1.861	2.110	2.579	1.991	1.940	2.217	
123.6	2.290	1.823	1.782	2.004	2.434	1.907	1.861	2.110	2.580	1.991	1.940	2.217	
123.7	2.290	1.823	1.783	2.004	2.434	1.907	1.862	2.110	2.580	1.991	1.941	2.217	
123.8	2.291	1.823	1.783	2.004	2.435	1.907	1.862	2.111	2.581	1.991	1.941	2.218	
123.9	2.291	1.823	1.783	2.005	2.435	1.907	1.862	2.111	2.581	1.992	1.941	2.218	
124.0	2.292	1.824	1.783	2.005	2.436	1.908	1.862	2.111	2.582	1.992	1.941	2.218	
124.1	2.292	1.824	1.783	2.005	2.436	1.908	1.862	2.112	2.582	1.992	1.941	2.219	
124.2	2.292	1.824	1.783	2.005	2.437	1.908	1.862	2.112	2.583	1.992	1.942	2.219	
124.3	2.293	1.824	1.784	2.006	2.437	1.908	1.863	2.112	2.584	1.993	1.942	2.219	
124.4	2.293	1.824	1.784	2.006	2.438	1.908	1.863	2.112	2.584	1.993	1.942	2.220	
124.5	2.294	1.825	1.784	2.006	2.438	1.909	1.863	2.113	2.585	1.993	1.942	2.220	
124.6	2.294	1.825	1.784	2.007	2.439	1.909	1.863	2.113	2.585	1.993	1.943	2.220	
124.7	2.295	1.825	1.784	2.007	2.439	1.909	1.863	2.113	2.586	1.993	1.943	2.221	
124.8	2.295	1.825	1.784	2.007	2.440	1.909	1.864	2.114	2.586	1.994	1.943	2.221	
124.9	2.295	1.825	1.785	2.007	2.440	1.909	1.864	2.114	2.587	1.994	1.943	2.221	
125.0	2.296	1.825	1.785	2.008	2.440	1.910	1.864	2.114	2.587	1.994	1.943	2.222	
125.1	2.296	1.826	1.785	2.008	2.441	1.910	1.864	2.115	2.588	1.994	1.944	2.222	
125.2	2.297	1.826	1.785	2.008	2.441	1.910	1.864	2.115	2.588	1.995	1.944	2.222	
125.3	2.297	1.826	1.785	2.008	2.442	1.910	1.865	2.115	2.589	1.995	1.944	2.223	
125.4	2.298	1.826	1.785	2.009	2.442	1.911	1.865	2.116	2.590	1.995	1.944	2.223	
125.5	2.298	1.826	1.786	2.009	2.443	1.911	1.865	2.116	2.590	1.995	1.944	2.223	
125.6	2.298	1.827	1.786	2.009	2.443	1.911	1.865	2.116	2.591	1.995	1.945	2.224	
125.7	2.299	1.827	1.786	2.010	2.444	1.911	1.865	2.116	2.591	1.996	1.945	2.224	
125.8	2.299	1.827	1.786	2.010	2.444	1.911	1.866	2.117	2.592	1.996	1.945	2.225	
125.9	2.300	1.827	1.786	2.010	2.445	1.912	1.866	2.117	2.592	1.996	1.945	2.225	
126.0	2.300	1.827	1.786	2.010	2.445	1.912	1.866	2.117	2.593	1.996	1.946	2.225	
126.1	2.300	1.827	1.787	2.011	2.446	1.912	1.866	2.118	2.593	1.997	1.946	2.226	
126.2	2.301	1.828	1.787	2.011	2.446	1.912	1.866	2.118	2.594	1.997	1.946	2.226	
126.3	2.301	1.828	1.787	2.011	2.447	1.912	1.867	2.118	2.594	1.997	1.946	2.226	
126.4	2.302	1.828	1.787	2.011	2.447	1.913	1.867	2.119	2.595	1.997	1.946	2.227	
126.5	2.302	1.828	1.787	2.012	2.448	1.913	1.867	2.119	2.596	1.997	1.947	2.227	
126.6	2.303	1.828	1.787	2.012	2.448	1.913	1.867	2.119	2.596	1.998	1.947	2.227	
126.7	2.303	1.829	1.788	2.012	2.449	1.913	1.867	2.119	2.597	1.998	1.947	2.228	
126.8	2.303	1.829	1.788	2.012	2.449	1.913	1.867	2.120	2.597	1.998	1.947	2.228	
126.9	2.304	1.829	1.788	2.013	2.450	1.914	1.868	2.120	2.598	1.998	1.947	2.228	
127.0	2.304	1.829	1.788	2.013	2.450	1.914	1.868	2.120	2.598	1.999	1.948	2.229	
127.1	2.305	1.829	1.788	2.013	2.451	1.914	1.868	2.121	2.599	1.999	1.948	2.229	
127.2	2.305	1.829	1.788	2.014	2.451	1.914	1.868	2.121	2.599	1.999	1.948	2.229	
127.3	2.306	1.830	1.789	2.014	2.452	1.914	1.868	2.121	2.600	1.999	1.948	2.230	
127.4	2.306	1.830	1.789	2.014	2.452	1.915	1.869	2.122	2.600	1.999	1.948	2.230	
127.5	2.306	1.830	1.789	2.014	2.453	1.915	1.869	2.122	2.601	2.000	1.949	2.230	
127.6	2.307	1.830	1.789	2.015	2.453	1.915	1.869	2.122	2.602	2.000	1.949	2.231	
127.7	2.307	1.830	1.789	2.015	2.454	1.915	1.869	2.123	2.602	2.000	1.949	2.231	
127.8	2.308	1.830	1.790	2.015	2.454	1.915	1.869	2.123	2.603	2.000	1.949	2.231	
127.9	2.308	1.831	1.790	2.015	2.454	1.916	1.870	2.123	2.603	2.001	1.950	2.232	
128.0	2.309	1.831	1.790	2.016	2.455	1.916	1.870	2.123	2.604	2.001	1.950	2.232	
128.1	2.309	1.831	1.790	2.016	2.455	1.916	1.870	2.124	2.604	2.001	1.950	2.232	
128.2	2.309	1.831	1.790	2.016	2.456	1.916	1.870	2.124	2.605	2.001	1.950	2.233	
128.3	2.310	1.831	1.790	2.017	2.456	1.916	1.870	2.124	2.605	2.001	1.950	2.233	
128.4	2.310	1.832	1.791	2.017	2.457	1.917	1.871	2.125	2.606	2.002	1.951	2.233	
128.5	2.311	1.832	1.791	2.017	2.457	1.917	1.871	2.125	2.606	2.002	1.951	2.234	
128.6	2.311	1.832	1.791	2.017	2.458	1.917	1.871	2.125	2.607	2.002	1.951	2.234	
128.7	2.311	1.832	1.791	2.018	2.458	1.917	1.871	2.126	2.607	2.002	1.951	2.234	
128.8	2.312	1.832	1.791	2.018	2.459	1.917	1.871	2.126	2.608	2.003	1.951	2.235	
128.9	2.312	1.832	1.791	2.018	2.459	1.918	1.871	2.126	2.609	2.003	1.952	2.235	
129.0	2.313	1.833	1.792	2.018	2.460	1.918	1.872	2.126	2.609	2.003	1.952	2.235	
129.1	2.313	1.833	1.792	2.019	2.460	1.918	1.872	2.127	2.610	2.003	1.952	2.236	
129.2	2.314	1.833	1.792	2.019	2.461	1.918	1.872	2.127	2.610	2.003	1.952	2.236	
129.3	2.314	1.833	1.792	2.019	2.461	1.918	1.872	2.127	2.611	2.004	1.952	2.236	
129.4	2.314	1.833	1.792	2.019	2.462	1.919	1.872	2.128	2.611	2.004	1.953	2.237	
129.5	2.315	1.833	1.792	2.020	2.462	1.919	1.873	2.128	2.612	2.004	1.953	2.237	
129.6	2.315	1.834	1.793	2.020	2.463	1.919	1.873	2.128	2.612	2.004	1.953	2.237	
129.7	2.316	1.834	1.793	2.020	2.463	1.919	1.873	2.129	2.613	2.005	1.953	2.238	
129.8	2.316	1.834	1.793	2.021	2.464	1.919	1.873	2.129	2.613	2.005	1.953	2.238	
129.9	2.317	1.834	1.793	2.021	2.464	1.920	1.873	2.129	2.614	2.005	1.954	2.238	
130.0	2.317	1.834	1.793	2.021	2.465	1.920	1.874	2.129	2.614	2.005	1.954	2.239	
130.5	2.319	1.835	1.794	2.022	2.467	1.921	1.874	2.131	2.617	2.006	1.955	2.240	
131.0	2.321	1.836	1.795	2.024	2.469	1.922	1.875	2.132	2.620	2.007	1.956	2.242	
131.5	2.323	1.837	1.796	2.025	2.472	1.923	1.876	2.134	2.623	2.009	1.957	2.244	
132.0	2.325	1.838	1.797	2.026	2.474	1.924	1.877	2.135	2.625	2.010	1.958	2.245	
132.5	2.327	1.839	1.797	2.028	2.476	1.925	1.878	2.137	2.628	2.011	1.959	2.247	
133.0	2.330	1.840	1.798	2.029	2.479	1.926	1.879	2.138	2.631	2.012	1.960	2.249	
133.5	2.332	1.840	1.799	2.030	2.481	1.927	1.880	2.140	2.633	2.013	1.961	2.250	
134.0	2.334	1.841	1.800	2.032	2.484	1.928	1.881	2.141	2.636	2.014	1.962	2.252	
134.5	2.336	1.842	1.801	2.033	2.486	1.928	1.882	2.143	2.639	2.015	1.963	2.254	
135.0	2.338	1.843	1.801	2.034	2.488	1.929	1.883	2.144	2.641	2.016	1.964	2.255	
135.5	2.340	1.844	1.802	2.036	2.491	1.930	1.884	2.146	2.644	2.017	1.965	2.257	
136.0	2.342	1.845	1.803	2.037	2.493	1.931	1.885	2.147	2.647	2.018	1.966	2.259	
136.5	2.344	1.846	1.804	2.038	2.495	1.932	1.886	2.149	2.649	2.019	1.967	2.260	
137.0	2.346	1.846	1.805	2.039	2.498	1.933	1.886	2.150	2.652	2.020	1.968	2.262	
137.5	2.348	1.847	1.806	2.041	2.500	1.934	1.887	2.152	2.655	2.021	1.969	2.264	
138.0	2.350	1.848	1.806	2.042	2.502	1.935	1.888	2.153	2.657	2.023	1.970	2.265	
138.5	2.352	1.849	1.807	2.043	2.505	1.936	1.889	2.155	2.660	2.024	1.971	2.267	
139.0	2.354	1.850	1.808	2.045	2.507	1.937	1.890	2.156	2.662	2.025	1.972	2.268	
139.5	2.356	1.851	1.809	2.046	2.509	1.938	1.891	2.158	2.665	2.026	1.973	2.270	
140.0	2.358	1.852	1.810	2.047	2.512	1.939	1.892	2.159	2.668	2.027	1.974	2.272	
140.5	2.361	1.852	1.810	2.049	2.514	1.940	1.893	2.160	2.670	2.028	1.975	2.273	
141.0	2.363	1.853	1.811	2.050	2.516	1.941	1.894	2.162	2.673	2.029	1.976	2.275	
141.5	2.365	1.854	1.812	2.051	2.519	1.942	1.895	2.163	2.676	2.030	1.977	2.277	
142.0	2.367	1.855	1.813	2.052	2.521	1.943	1.895	2.165	2.678	2.031	1.978	2.278	
142.5	2.369	1.856	1.814	2.054	2.523	1.944	1.896	2.166	2.681	2.032	1.979	2.280	
143.0	2.371	1.857	1.814	2.055	2.526	1.945	1.897	2.168	2.683	2.033	1.980	2.281	
143.5	2.373	1.857	1.815	2.056	2.528	1.946	1.898	2.169	2.686	2.034	1.981	2.283	
144.0	2.375	1.858	1.816	2.057	2.530	1.946	1.899	2.171	2.689	2.035	1.982	2.285	
144.5	2.377	1.859	1.817	2.059	2.533	1.947	1.900	2.172	2.691	2.036	1.983	2.286	
145.0	2.379	1.860	1.818	2.060	2.535	1.948	1.901	2.173	2.694	2.037	1.984	2.288	
145.5	2.381	1.861	1.818	2.061	2.537	1.949	1.902	2.175	2.697	2.038	1.985	2.289	
146.0	2.383	1.861	1.819	2.063	2.540	1.950	1.903	2.176	2.699	2.039	1.986	2.291	
146.5	2.385	1.862	1.820	2.064	2.542	1.951	1.903	2.178	2.702	2.040	1.987	2.293	
147.0	2.387	1.863	1.821	2.065	2.544	1.952	1.904	2.179	2.704	2.041	1.988	2.294	
147.5	2.389	1.864	1.821	2.066	2.547	1.953	1.905	2.181	2.707	2.042	1.989	2.296	
148.0	2.391	1.865	1.822	2.068	2.549	1.954	1.906	2.182	2.710	2.043	1.990	2.297	
148.5	2.393	1.866	1.823	2.069	2.551	1.955	1.907	2.183	2.712	2.044	1.991	2.299	
149.0	2.395	1.866	1.824	2.070	2.553	1.956	1.908	2.185	2.715	2.045	1.992	2.301	
149.5	2.397	1.867	1.825	2.071	2.556	1.957	1.909	2.186	2.717	2.046	1.993	2.302	
150.0	2.399	1.868	1.825	2.073	2.558	1.957	1.910	2.188	2.720	2.047	1.994	2.304	
152.0	2.407	1.871	1.828	2.078	2.567	1.961	1.913	2.193	2.730	2.051	1.998	2.310	
154.0	2.415	1.874	1.832	2.083	2.576	1.965	1.916	2.199	2.740	2.055	2.002	2.316	
156.0	2.423	1.877	1.835	2.087	2.585	1.968	1.920	2.204	2.751	2.059	2.005	2.323	
158.0	2.431	1.881	1.838	2.092	2.594	1.972	1.923	2.210	2.761	2.063	2.009	2.329	
160.0	2.439	1.884	1.841	2.097	2.603	1.975	1.927	2.215	2.771	2.067	2.013	2.335	
162.0	2.447	1.887	1.844	2.102	2.612	1.979	1.930	2.221	2.781	2.071	2.017	2.341	
164.0	2.455	1.890	1.847	2.107	2.621	1.982	1.933	2.226	2.791	2.075	2.020	2.347	
165.0	2.459	1.891	1.848	2.109	2.626	1.984	1.935	2.229	2.796	2.076	2.022	2.350	
166.0	2.462	1.893	1.850	2.112	2.630	1.985	1.937	2.232	2.801	2.078	2.024	2.353	
168.0	2.470	1.896	1.853	2.117	2.639	1.989	1.940	2.237	2.812	2.082	2.028	2.359	
170.0	2.478	1.899	1.855	2.121	2.648	1.992	1.943	2.243	2.822	2.086	2.031	2.365	
172.0	2.486	1.902	1.858	2.126	2.657	1.995	1.946	2.248	2.832	2.090	2.035	2.371	
174.0	2.493	1.905	1.861	2.131	2.666	1.999	1.950	2.253	2.842	2.093	2.038	2.377	
175.0	2.497	1.906	1.863	2.133	2.670	2.000	1.951	2.256	2.847	2.095	2.040	2.380	
176.0	2.501	1.908	1.864	2.135	2.675	2.002	1.953	2.259	2.851	2.097	2.042	2.383	
178.0	2.509	1.910	1.867	2.140	2.683	2.005	1.956	2.264	2.861	2.101	2.046	2.389	
180.0	2.517	1.913	1.870	2.145	2.692	2.009	1.959	2.269	2.871	2.104	2.049	2.395	
182.0	2.524	1.916	1.873	2.149	2.701	2.012	1.963	2.274	2.881	2.108	2.053	2.401	
184.0	2.532	1.919	1.876	2.154	2.710	2.015	1.966	2.280	2.891	2.111	2.056	2.407	
185.0	2.536	1.920	1.877	2.156	2.714	2.017	1.967	2.282	2.896	2.113	2.058	2.410	
186.0	2.539	1.922	1.878	2.159	2.718	2.018	1.969	2.285	2.901	2.115	2.060	2.413	
188.0	2.547	1.925	1.881	2.163	2.727	2.021	1.972	2.290	2.911	2.118	2.063	2.419	
190.0	2.555	1.927	1.884	2.168	2.736	2.024	1.975	2.295	2.921	2.122	2.067	2.424	
192.0	2.562	1.930	1.887	2.172	2.744	2.028	1.978	2.300	2.930	2.125	2.070	2.430	
194.0	2.570	1.933	1.890	2.177	2.753	2.031	1.981	2.306	2.940	2.129	2.074	2.436	
195.0	2.573	1.934	1.891	2.179	2.757	2.032	1.983	2.308	2.945	2.131	2.075	2.439	
196.0	2.577	1.936	1.892	2.181	2.761	2.034	1.985	2.311	2.950	2.132	2.077	2.442	
198.0	2.585	1.938	1.895	2.186	2.770	2.037	1.988	2.316	2.960	2.136	2.081	2.447	
200.0	2.592	1.941	1.898	2.190	2.779	2.040	1.991	2.321	2.969	2.139	2.084	2.453	
202.0	2.600	1.944	1.901	2.195	2.787	2.043	1.994	2.326	2.979	2.142	2.087	2.459	
204.0	2.607	1.947	1.903	2.199	2.796	2.046	1.997	2.331	2.989	2.146	2.091	2.464	
206.0	2.615	1.949	1.906	2.204	2.804	2.049	2.000	2.336	2.998	2.149	2.094	2.470	
208.0	2.622	1.952	1.909	2.208	2.813	2.052	2.003	2.341	3.008	2.152	2.098	2.476	
210.0	2.629	1.954	1.911	2.213	2.821	2.055	2.006	2.346	3.018	2.156	2.101	2.481	
212.0	2.637	1.957	1.914	2.217	2.830	2.058	2.009	2.351	3.027	2.159	2.104	2.487	
214.0	2.644	1.960	1.917	2.222	2.838	2.061	2.012	2.356	3.037	2.162	2.108	2.493	
216.0	2.652	1.962	1.919	2.226	2.847	2.064	2.015	2.361	3.047	2.166	2.111	2.498	
218.0	2.659	1.965	1.922	2.230	2.855	2.067	2.018	2.366	3.056	2.169	2.114	2.504	
220.0	2.666	1.967	1.925	2.235	2.864	2.069	2.021	2.371	3.066	2.172	2.118	2.509	
222.0	2.674	1.970	1.927	2.239	2.872	2.072	2.024	2.376	3.075	2.175	2.121	2.515	
224.0	2.681	1.973	1.930	2.243	2.881	2.075	2.027	2.381	3.085	2.179	2.124	2.520	
226.0	2.688	1.975	1.933	2.248	2.889	2.078	2.030	2.386	3.094	2.182	2.127	2.526	
228.0	2.696	1.978	1.935	2.252	2.897	2.081	2.033	2.391	3.104	2.185	2.131	2.531	
230.0	2.703	1.980	1.938	2.256	2.906	2.084	2.036	2.396	3.113	2.188	2.134	2.537	
232.0	2.710	1.983	1.941	2.261	2.914	2.086	2.039	2.400	3.123	2.191	2.137	2.542	
234.0	2.718	1.985	1.943	2.265	2.923	2.089	2.042	2.405	3.133	2.194	2.141	2.548	
236.0	2.725	1.988	1.946	2.269	2.931	2.092	2.045	2.410	3.142	2.197	2.144	2.553	
238.0	2.732	1.990	1.949	2.274	2.939	2.095	2.048	2.415	3.152	2.200	2.147	2.559	
240.0	2.740	1.992	1.951	2.278	2.948	2.098	2.050	2.420	3.161	2.204	2.150	2.564	
242.0	2.747	1.995	1.954	2.282	2.956	2.100	2.053	2.425	3.171	2.207	2.154	2.570	
244.0	2.754	1.997	1.956	2.286	2.964	2.103	2.056	2.430	3.180	2.210	2.157	2.575	
246.0	2.761	2.000	1.959	2.291	2.973	2.106	2.059	2.434	3.189	2.213	2.160	2.580	
248.0	2.769	2.002	1.962	2.295	2.981	2.109	2.062	2.439	3.199	2.216	2.163	2.586	
250.0	2.776	2.005	1.964	2.299	2.989	2.111	2.065	2.444	3.208	2.219	2.167	2.591	
252.0	2.783	2.007	1.967	2.303	2.998	2.114	2.068	2.449	3.218	2.222	2.170	2.597	
254.0	2.790	2.009	1.969	2.307	3.006	2.117	2.071	2.454	3.227	2.225	2.173	2.602	
256.0	2.798	2.012	1.972	2.312	3.014	2.119	2.074	2.458	3.237	2.228	2.176	2.607	
258.0	2.805	2.014	1.974	2.316	3.023	2.122	2.077	2.463	3.246	2.231	2.179	2.613	
260.0	2.812	2.016	1.977	2.320	3.031	2.125	2.079	2.468	3.256	2.234	2.183	2.618	
262.0	2.819	2.019	1.980	2.324	3.039	2.127	2.082	2.473	3.265	2.237	2.186	2.623	
264.0	2.826	2.021	1.982	2.328	3.047	2.130	2.085	2.477	3.275	2.240	2.189	2.629	
266.0	2.834	2.023	1.985	2.333	3.056	2.132	2.088	2.482	3.284	2.243	2.192	2.634	
268.0	2.841	2.026	1.987	2.337	3.064	2.135	2.091	2.487	3.293	2.246	2.195	2.639	
270.0	2.848	2.028	1.990	2.341	3.072	2.138	2.094	2.492	3.303	2.248	2.199	2.645	
272.0	2.855	2.030	1.992	2.345	3.081	2.140	2.097	2.496	3.312	2.251	2.202	2.650	
274.0	2.862	2.033	1.995	2.349	3.089	2.143	2.100	2.501	3.322	2.254	2.205	2.655	
276.0	2.870	2.035	1.998	2.353	3.097	2.145	2.102	2.506	3.331	2.257	2.208	2.661	
278.0	2.877	2.037	2.000	2.358	3.105	2.148	2.105	2.510	3.340	2.260	2.211	2.666	
